umkm_id,kode_umkm,pelaku_umkm_id,diverifikasi_oleh_admin_id,lokasi_id,jenis_umkm_id,skala_usaha_id,kategori_usaha_id,status_umkm_id,nama_umkm,nib,deskripsi_usaha,produk_utama,tahun_berdiri,nomor_whatsapp,email_bisnis,jam_operasional,media_sosial_marketplace,logo_url,foto_cover_url,status_verified,tanggal_terdaftar,is_deleted,deleted_at,archived_at,created_at,updated_at
UMK000014,UMKM-2026-000014,PLK000014,ADM000089,LOK000183,KULINER,MIKRO,KATU01,AKTIF,Toko Bumi Pangan Kacang,1443698384161,"Toko Bumi Pangan Kacang merupakan UMKM kuliner yang mengembangkan Kacang Bawang. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Kacang Bawang,2017,082162487512,toko-bumi-pangan-kacang.cs@gmail.com,Setiap hari 07.00-21.00,TikTok Shop,https://cdn.umkmtumbuh.local/logo/umk000014.webp,https://cdn.umkmtumbuh.local/cover/umk000014.webp,true,2025-05-27,false,,,2025-05-27 08:55:07,2025-09-13 08:55:07
UMK000015,UMKM-2026-000015,PLK000015,ADM000100,LOK000196,KULINER,MIKRO,KATU01,AKTIF,Rumah Kemasan Sinar Baru Aneka,,"Rumah Kemasan Sinar Baru Aneka bergerak di bidang kuliner dengan produk utama Aneka Donat. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Aneka Donat,2012,087827823047,cs.rumah-kemasan-sinar-baru-aneka@umkm.id,By appointment melalui WhatsApp,Instagram,https://cdn.umkmtumbuh.local/logo/umk000015.webp,https://cdn.umkmtumbuh.local/cover/umk000015.webp,true,2026-03-30,false,,,2026-03-30 17:00:39,2026-05-03 17:00:39
UMK000016,UMKM-2026-000016,PLK000016,ADM000124,LOK000209,KULINER,KECIL,KATU01,AKTIF,Sentra Snack Ceria Pempek,1365218133694,"Sentra Snack Ceria Pempek adalah usaha keluarga di sektor kuliner. Produk utama Pempek Frozen dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Pempek Frozen,2018,081193388626,kontak.sentra-snack-ceria-pempek@gmail.com,By appointment melalui WhatsApp,Shopee,https://cdn.umkmtumbuh.local/logo/umk000016.webp,https://cdn.umkmtumbuh.local/cover/umk000016.webp,true,2024-03-14,false,,,2024-03-14 17:15:16,2024-06-12 17:15:16
UMK000017,UMKM-2026-000017,PLK000017,ADM000232,LOK000222,KECANTIKAN,MIKRO,KATU06,AKTIF,Kios Oleh-Oleh Solo Masker,2170942373881,"Kios Oleh-Oleh Solo Masker merupakan UMKM kecantikan yang mengembangkan Masker Wajah. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Masker Wajah,2016,08789485282,kios-oleh-oleh-solo-masker.admin@outlook.com,Senin-Sabtu 08.00-17.00,Instagram;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000017.webp,https://cdn.umkmtumbuh.local/cover/umk000017.webp,true,2024-02-19,false,,,2024-02-19 17:36:43,2024-03-15 17:36:43
UMK000018,UMKM-2026-000018,PLK000018,ADM000182,LOK000235,AGRIBISNIS,MIKRO,KATU04,AKTIF,Warung Eco Craft Teh,1287040395603,Warung Eco Craft Teh menjalankan usaha agribisnis berbasis pesanan dan penjualan rutin. Produk unggulan Teh Herbal dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Teh Herbal,2012,0855173609245,warung-eco-craft-teh018@outlook.com,By appointment melalui WhatsApp,Google Business Profile;Instagram,https://cdn.umkmtumbuh.local/logo/umk000018.webp,https://cdn.umkmtumbuh.local/cover/umk000018.webp,true,2024-11-23,false,,,2024-11-23 18:28:23,2025-03-19 18:28:23
UMK000019,UMKM-2026-000019,PLK000019,ADM000185,LOK000248,KULINER,MIKRO,KATU01,AKTIF,Bengkel Pasar Rakyat Pempek,3396227044717,"Bengkel Pasar Rakyat Pempek adalah usaha keluarga di sektor kuliner. Produk utama Pempek Frozen dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Pempek Frozen,2024,089849428583,admin-bengkel-pasar-rakyat-pempek@bisnis.id,Produksi 08.00-15.00; pemesanan online 24 jam,Tokopedia;Website katalog,https://cdn.umkmtumbuh.local/logo/umk000019.webp,https://cdn.umkmtumbuh.local/cover/umk000019.webp,true,2024-04-10,false,,,2024-04-10 21:10:28,2024-05-06 21:10:28
UMK000020,UMKM-2026-000020,PLK000020,ADM000226,LOK000261,JASA,KECIL,KATU05,AKTIF,Karya Berkah Paket,3300489311181,"Karya Berkah Paket memproduksi dan memasarkan Paket Catering Event untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Paket Catering Event,2020,082182563210,info-karya-berkah-paket@mail.com,Setiap hari 08.00-21.00,Shopee,https://cdn.umkmtumbuh.local/logo/umk000020.webp,https://cdn.umkmtumbuh.local/cover/umk000020.webp,true,2025-01-16,false,,,2025-01-16 12:41:57,2025-01-23 12:41:57
UMK000021,UMKM-2026-000021,PLK000021,ADM000204,LOK000274,DIGITAL,KECIL,KATU08,AKTIF,Rumah Produksi Kopi Kartasura Desain,9110796226048,"Rumah Produksi Kopi Kartasura Desain adalah usaha keluarga di sektor digital. Produk utama Desain Marketplace dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Desain Marketplace,2018,085216319665,kontak-rumah-produksi-kopi-kartasura-desain@gmail.com,Senin-Sabtu 10.00-18.00,Google Business Profile;Website katalog,https://cdn.umkmtumbuh.local/logo/umk000021.webp,https://cdn.umkmtumbuh.local/cover/umk000021.webp,true,2025-07-20,false,,,2025-07-20 07:21:21,2025-09-25 07:21:21
UMK000022,UMKM-2026-000022,PLK000022,ADM000079,LOK000287,DIGITAL,KECIL,KATU08,AKTIF,Sanggar Herbal Alami Desain,1321505089512,Sanggar Herbal Alami Desain menjalankan usaha digital berbasis pesanan dan penjualan rutin. Produk unggulan Desain Feed dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Desain Feed,2017,08213531569,sanggar-herbal-alami-desain022@icloud.com,Remote by appointment,LinkedIn;Website katalog,https://cdn.umkmtumbuh.local/logo/umk000022.webp,https://cdn.umkmtumbuh.local/cover/umk000022.webp,true,2025-08-03,false,,,2025-08-03 03:12:05,2025-09-04 03:12:05
UMK000023,UMKM-2026-000023,PLK000023,ADM000228,LOK000300,KULINER,MIKRO,KATU01,AKTIF,Lapak Tempe Murni Kacang,3129415211923,"Lapak Tempe Murni Kacang memproduksi dan memasarkan Kacang Bawang untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Kacang Bawang,2025,089581618529,lapak-tempe-murni-kacang.halo@bisnis.id,Produksi 05.00-11.00; order online 24 jam,Instagram;Shopee;TikTok Shop,https://cdn.umkmtumbuh.local/logo/umk000023.webp,https://cdn.umkmtumbuh.local/cover/umk000023.webp,true,2025-04-07,false,,,2025-04-07 18:06:26,2025-07-24 18:06:26
UMK000024,UMKM-2026-000024,PLK000024,ADM000127,LOK000313,KRIYA,MIKRO,KATU03,AKTIF,Studio Susu Segar Macrame,2142367847839,"Studio Susu Segar Macrame adalah usaha keluarga di sektor kriya. Produk utama Macrame Wall Hanging dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Macrame Wall Hanging,2015,0823568799713,usaha24.studio-susu-segar-macrame@umkm.id,Senin-Jumat 08.00-16.00,Shopee;Tokopedia;Instagram,https://cdn.umkmtumbuh.local/logo/umk000024.webp,https://cdn.umkmtumbuh.local/cover/umk000024.webp,true,2025-05-05,false,,,2025-05-05 22:32:16,2025-07-17 22:32:16
UMK000025,UMKM-2026-000025,PLK000025,ADM000187,LOK000326,DIGITAL,MENENGAH,KATU08,AKTIF,Pawon Sejahtera Landing,,Pawon Sejahtera Landing menjalankan usaha digital berbasis pesanan dan penjualan rutin. Produk unggulan Landing Page UMKM dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Landing Page UMKM,2013,081131169439,pawon-sejahtera-landing.sales@gmail.com,Senin-Jumat 09.00-17.00; layanan online 24 jam,Website katalog;Instagram,https://cdn.umkmtumbuh.local/logo/umk000025.webp,https://cdn.umkmtumbuh.local/cover/umk000025.webp,true,2024-12-24,false,,,2024-12-24 12:08:26,2025-02-15 12:08:26
UMK000026,UMKM-2026-000026,PLK000026,ADM000144,LOK000339,JASA,KECIL,KATU05,AKTIF,Dapur Sinar Baru Jasa,,"Dapur Sinar Baru Jasa bergerak di bidang jasa dengan produk utama Jasa Jahit Permak. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Jasa Jahit Permak,2012,0858655508288,kemitraan26.dapur-sinar-baru-jasa@outlook.com,Senin-Sabtu 08.00-17.00,Shopee;Tokopedia,https://cdn.umkmtumbuh.local/logo/umk000026.webp,https://cdn.umkmtumbuh.local/cover/umk000026.webp,true,2025-04-28,false,,,2025-04-28 04:09:28,2025-08-04 04:09:28
UMK000027,UMKM-2026-000027,PLK000027,ADM000185,LOK000352,FASHION,KECIL,KATU02,AKTIF,Koperasi Digital Kreatif Hijab,2172918584790,"Koperasi Digital Kreatif Hijab bergerak di bidang fashion dengan produk utama Hijab Motif. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Hijab Motif,2025,089520857794,info.koperasi-digital-kreatif-hijab@umkm.id,Senin-Sabtu 07.30-16.30,ShopeeFood;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000027.webp,https://cdn.umkmtumbuh.local/cover/umk000027.webp,true,2026-04-01,false,,,2026-04-01 02:40:59,2026-05-22 02:40:59
UMK000028,UMKM-2026-000028,PLK000028,ADM000190,LOK000365,KECANTIKAN,MIKRO,KATU06,AKTIF,Depot Rempah Nusantara Shampoo,2185214425091,Depot Rempah Nusantara Shampoo menjalankan usaha kecantikan berbasis pesanan dan penjualan rutin. Produk unggulan Shampoo Herbal dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Shampoo Herbal,2019,085399239876,cs28.depot-rempah-nusantara-shampoo@mail.com,Senin-Sabtu 07.30-16.30,Shopee;Tokopedia;Instagram,https://cdn.umkmtumbuh.local/logo/umk000028.webp,https://cdn.umkmtumbuh.local/cover/umk000028.webp,true,2025-07-28,false,,,2025-07-28 21:24:07,2025-11-08 21:24:07
UMK000029,UMKM-2026-000029,PLK000029,ADM000157,LOK000378,KULINER,MIKRO,KATU01,AKTIF,Galeri Eco Craft Bumbu,2193540438211,"Galeri Eco Craft Bumbu adalah usaha keluarga di sektor kuliner. Produk utama Bumbu Pecel dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Bumbu Pecel,2013,08882689171,cs29.galeri-eco-craft-bumbu@icloud.com,Toko 09.00-18.00; online 24 jam,Belum aktif online,https://cdn.umkmtumbuh.local/logo/umk000029.webp,https://cdn.umkmtumbuh.local/cover/umk000029.webp,true,2024-09-04,false,,,2024-09-04 17:07:20,2024-12-17 17:07:20
UMK000030,UMKM-2026-000030,PLK000030,ADM000243,LOK000391,JASA,MIKRO,KATU05,AKTIF,Workshop Pasar Rakyat Jasa,1202824117671,"Workshop Pasar Rakyat Jasa adalah usaha keluarga di sektor jasa. Produk utama Jasa Admin Marketplace dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Jasa Admin Marketplace,2016,0877679971447,workshop-pasar-rakyat-jasa030@yahoo.co.id,Senin-Jumat 08.00-16.00,Facebook Marketplace,https://cdn.umkmtumbuh.local/logo/umk000030.webp,https://cdn.umkmtumbuh.local/cover/umk000030.webp,true,2025-03-11,false,,,2025-03-11 05:11:18,2025-04-10 05:11:18
UMK000031,UMKM-2026-000031,PLK000031,ADM000102,LOK000404,KULINER,MIKRO,KATU01,AKTIF,Kedai Rasa Nusantara Pastel,,"Kedai Rasa Nusantara Pastel merupakan UMKM kuliner yang mengembangkan Pastel Frozen. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Pastel Frozen,2025,087824743298,info31.kedai-rasa-nusantara-pastel@umkm.id,Selasa-Minggu 09.00-20.00,Instagram,https://cdn.umkmtumbuh.local/logo/umk000031.webp,https://cdn.umkmtumbuh.local/cover/umk000031.webp,true,2025-05-12,false,,,2025-05-12 20:58:00,2025-06-20 20:58:00
UMK000032,UMKM-2026-000032,PLK000032,ADM000205,LOK000417,KULINER,MENENGAH,KATU01,AKTIF,Toko Tani Muda Serundeng,,"Toko Tani Muda Serundeng memproduksi dan memasarkan Serundeng Kelapa untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Serundeng Kelapa,2016,088187415373,order-toko-tani-muda-serundeng@umkm.id,Senin-Sabtu 06.30-16.00,ShopeeFood;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000032.webp,https://cdn.umkmtumbuh.local/cover/umk000032.webp,true,2025-12-23,false,,,2025-12-23 12:22:50,2026-01-18 12:22:50
UMK000033,UMKM-2026-000033,PLK000033,ADM000107,LOK000430,KRIYA,KECIL,KATU03,AKTIF,Rumah Kemasan Roti Hangat Kerajinan,,"Rumah Kemasan Roti Hangat Kerajinan memproduksi dan memasarkan Kerajinan Kayu untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Kerajinan Kayu,2024,085633603811,cs-rumah-kemasan-roti-hangat-kerajinan@bisnis.id,Senin-Jumat 08.00-16.00,Instagram,https://cdn.umkmtumbuh.local/logo/umk000033.webp,https://cdn.umkmtumbuh.local/cover/umk000033.webp,true,2025-04-21,false,,,2025-04-21 18:19:13,2025-06-09 18:19:13
UMK000034,UMKM-2026-000034,PLK000034,ADM000231,LOK000443,KRIYA,MIKRO,KATU03,AKTIF,Sentra Kue Tradisi Lilin,1845090126112,Sentra Kue Tradisi Lilin menjalankan usaha kriya berbasis pesanan dan penjualan rutin. Produk unggulan Lilin Aromaterapi dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Lilin Aromaterapi,2024,089883523426,kontak-sentra-kue-tradisi-lilin@umkm.id,Senin-Jumat 08.00-16.00,Tokopedia,https://cdn.umkmtumbuh.local/logo/umk000034.webp,https://cdn.umkmtumbuh.local/cover/umk000034.webp,true,2025-08-27,false,,,2025-08-27 09:45:00,2025-09-22 09:45:00
UMK000035,UMKM-2026-000035,PLK000035,ADM000043,LOK000456,KULINER,MIKRO,KATU01,AKTIF,Kios Berkah Sambal,1452753082518,"Kios Berkah Sambal adalah usaha keluarga di sektor kuliner. Produk utama Sambal Bawang dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Sambal Bawang,2021,08782609870,sales35.kios-berkah-sambal@yahoo.co.id,Setiap hari 08.00-21.00,Shopee;Tokopedia,https://cdn.umkmtumbuh.local/logo/umk000035.webp,https://cdn.umkmtumbuh.local/cover/umk000035.webp,true,2025-06-08,false,,,2025-06-08 07:17:22,2025-08-23 07:17:22
UMK000036,UMKM-2026-000036,PLK000036,ADM000166,LOK000469,KULINER,MENENGAH,KATU01,AKTIF,Warung Mandiri Kacang,3359441757194,Warung Mandiri Kacang menjalankan usaha kuliner berbasis pesanan dan penjualan rutin. Produk unggulan Kacang Bawang dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Kacang Bawang,2019,0898160065876,kontak36.warung-mandiri-kacang@bisnis.id,Produksi 05.00-11.00; order online 24 jam,Shopee;Tokopedia,https://cdn.umkmtumbuh.local/logo/umk000036.webp,https://cdn.umkmtumbuh.local/cover/umk000036.webp,true,2024-04-26,false,,,2024-04-26 02:33:50,2024-08-16 02:33:50
UMK000037,UMKM-2026-000037,PLK000037,ADM000027,LOK000482,KECANTIKAN,MIKRO,KATU06,AKTIF,Bengkel Herbal Alami Lip,3174415899244,"Bengkel Herbal Alami Lip merupakan UMKM kecantikan yang mengembangkan Lip Balm Natural. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Lip Balm Natural,2012,0897498096860,bengkel-herbal-alami-lip037@umkm.id,Produksi 08.00-15.00; pemesanan online 24 jam,Website katalog;Instagram,https://cdn.umkmtumbuh.local/logo/umk000037.webp,https://cdn.umkmtumbuh.local/cover/umk000037.webp,true,2024-10-15,false,,,2024-10-15 07:31:25,2024-12-06 07:31:25
UMK000038,UMKM-2026-000038,PLK000038,ADM000167,LOK000495,KULINER,MIKRO,KATU01,AKTIF,Karya Catering Barokah Kue,2283198633586,"Karya Catering Barokah Kue merupakan UMKM kuliner yang mengembangkan Kue Kering. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Kue Kering,2017,0853160862354,karya-catering-barokah-kue038@bisnis.id,Selasa-Minggu 10.00-22.00,ShopeeFood;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000038.webp,https://cdn.umkmtumbuh.local/cover/umk000038.webp,true,2026-03-12,false,,,2026-03-12 09:11:42,2026-06-25 09:11:42
UMK000039,UMKM-2026-000039,PLK000039,ADM000204,LOK000508,KRIYA,MIKRO,KATU03,AKTIF,Rumah Produksi Tempe Murni Vas,9186879880845,"Rumah Produksi Tempe Murni Vas adalah usaha keluarga di sektor kriya. Produk utama Vas Anyaman dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Vas Anyaman,2018,081298343035,kemitraan39.rumah-produksi-tempe-murni-vas@bisnis.id,By appointment melalui WhatsApp,Facebook Marketplace,https://cdn.umkmtumbuh.local/logo/umk000039.webp,https://cdn.umkmtumbuh.local/cover/umk000039.webp,true,2026-01-19,false,,,2026-01-19 22:01:04,2026-05-05 22:01:04
UMK000040,UMKM-2026-000040,PLK000040,ADM000207,LOK000521,JASA,MIKRO,KATU05,AKTIF,Sanggar Eco Craft Konsultasi,3303373060974,"Sanggar Eco Craft Konsultasi bergerak di bidang jasa dengan produk utama Konsultasi UMKM. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Konsultasi UMKM,2024,08233941367,usaha-sanggar-eco-craft-konsultasi@bisnis.id,Selasa-Minggu 09.00-20.00,Website katalog;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000040.webp,https://cdn.umkmtumbuh.local/cover/umk000040.webp,true,2024-06-01,false,,,2024-06-01 12:53:39,2024-09-13 12:53:39
